"word","LikeCount","Recent","Topic"
"19821","selling","Low Popularity","Top Priority","Review"
"19822","print","Low Popularity","Top Priority","Review"
"19823","demand","Low Popularity","Top Priority","Review"
"19824","shirts","Low Popularity","Top Priority","Review"
"19825","money","Low Popularity","Top Priority","Review"
"19826","online","Low Popularity","Top Priority","Review"
"19827","challenge","Low Popularity","Top Priority","Review"
"19828","video","Low Popularity","Top Priority","Review"
"19829","quot","Low Popularity","Top Priority","Review"
"19830","creating","Low Popularity","Top Priority","Review"
"19831","profitable","Low Popularity","Top Priority","Review"
"19832","store","Low Popularity","Top Priority","Review"
"19833","playlist","Low Popularity","Top Priority","Review"
"19834","https","Low Popularity","Top Priority","Review"
"19835","manager","Low Popularity","Top Priority","Review"
"19836","sunfrogshirts","Low Popularity","Top Priority","Review"
"19837","edit","Low Popularity","Top Priority","Review"
"19838","groupid","Low Popularity","Top Priority","Review"
"19839","162655","Low Popularity","Top Priority","Review"
"19840","https","Low Popularity","Top Priority","Review"
"19841","moneyonlineinvestment","Low Popularity","Top Priority","Review"
"19842","412375","Low Popularity","Top Priority","Review"
"19843","combined","Low Popularity","Top Priority","Review"
"19844","teespring","Low Popularity","Top Priority","Review"
"19845","account","Low Popularity","Top Priority","Review"
"19846","actual","Low Popularity","Top Priority","Review"
"19847","website","Low Popularity","Top Priority","Review"
"19848","brand","Low Popularity","Top Priority","Review"
"19849","assistance","Low Popularity","Top Priority","Review"
"19850","https","Low Popularity","Top Priority","Review"
"19851","teespring","Low Popularity","Top Priority","Review"
"19852","stop","Low Popularity","Top Priority","Review"
"19853","7395","Low Popularity","Top Priority","Review"
"19854","source","Low Popularity","Top Priority","Review"
"19855","sendwithus","Low Popularity","Top Priority","Review"
"19856","seller","Low Popularity","Top Priority","Review"
"19857","medium","Low Popularity","Top Priority","Review"
"19858","email","Low Popularity","Top Priority","Review"
"19859","transactional","Low Popularity","Top Priority","Review"
"19860","campaign","Low Popularity","Top Priority","Review"
"19861","launch","Low Popularity","Top Priority","Review"
"19862","6568","Low Popularity","Top Priority","Review"
"19863","watched","Low Popularity","Top Priority","Review"
"19864","video","Low Popularity","Top Priority","Review"
"19865","inspiring","Low Popularity","Top Priority","Review"
"19866","started","Low Popularity","Top Priority","Review"
"19867","ytchannel","Low Popularity","Top Priority","Review"
"19868","watch","Low Popularity","Top Priority","Review"
"19869","progress","Low Popularity","Top Priority","Review"
"19870","future","Low Popularity","Top Priority","Review"
"19871","etsy","Low Popularity","Top Priority","Review"
"19872","printify","Low Popularity","Top Priority","Review"
"19873","mistakes","Low Popularity","Top Priority","Review"
"19874","learn","Low Popularity","Top Priority","Review"
"19875","https","Low Popularity","Top Priority","Review"
"19876","shop","Low Popularity","Top Priority","Review"
"19877","spreadshirt","Low Popularity","Top Priority","Review"
"19878","djedits1","Low Popularity","Top Priority","Review"
"19879","guys","Low Popularity","Top Priority","Review"
"19880","design","Low Popularity","Top Priority","Review"
"19881","hope","Low Popularity","Top Priority","Review"
"19882","https","Low Popularity","Top Priority","Review"
"19883","teespring","Low Popularity","Top Priority","Review"
"19884","vibin","Low Popularity","Top Priority","Review"
"19885","2020","Low Popularity","Top Priority","Review"
"19886","design","Low Popularity","Top Priority","Review"
"19887","eboy","Low Popularity","Top Priority","Review"
"19888","hypebeast","Low Popularity","Top Priority","Review"
"19889","type","Low Popularity","Top Priority","Review"
"19890","dont","Low Popularity","Top Priority","Review"
"19891","https","Low Popularity","Top Priority","Review"
"19892","teespring","Low Popularity","Top Priority","Review"
"19893","shop","Low Popularity","Top Priority","Review"
"19894","statue","Low Popularity","Top Priority","Review"
"19895","image","Low Popularity","Top Priority","Review"
"19896","tsmac","Low Popularity","Top Priority","Review"
"19897","recently","Low Popularity","Top Priority","Review"
"19898","viewed","Low Popularity","Top Priority","Review"
"19899","tsmic","Low Popularity","Top Priority","Review"
"19900","103880","Low Popularity","Top Priority","Review"
"19901","titles","Low Popularity","Top Priority","Review"
"19902","click","Low Popularity","Top Priority","Review"
"19903","baity","Low Popularity","Top Priority","Review"
"19904","content","Low Popularity","Top Priority","Review"
"19905","https","Low Popularity","Top Priority","Review"
"19906","teespring","Low Popularity","Top Priority","Review"
"19907","darucat","Low Popularity","Top Priority","Review"
"19908","lucky","Low Popularity","Top Priority","Review"
"19909","jumper","Low Popularity","Top Priority","Review"
"19910","tsmac","Low Popularity","Top Priority","Review"
"19911","store","Low Popularity","Top Priority","Review"
"19912","tsmic","Low Popularity","Top Priority","Review"
"19913","tokyokatt","Low Popularity","Top Priority","Review"
"19914","official","Low Popularity","Top Priority","Review"
"19915","apparel","Low Popularity","Top Priority","Review"
"19916","103883","Low Popularity","Top Priority","Review"
"19917","tips","Low Popularity","Top Priority","Review"
"19918","research","Low Popularity","Top Priority","Review"
"19919","sites","Low Popularity","Top Priority","Review"
"19920","found","Low Popularity","Top Priority","Review"
"19921","disturbing","Low Popularity","Top Priority","Review"
"19922","teespring","Low Popularity","Top Priority","Review"
"19923","concern","Low Popularity","Top Priority","Review"
"19924","based","Low Popularity","Top Priority","Review"
"19925","information","Low Popularity","Top Priority","Review"
"19926","familiar","Low Popularity","Top Priority","Review"
"19927","concerns","Low Popularity","Top Priority","Review"
"19928","mention","Low Popularity","Top Priority","Review"
"19929","endorse","Low Popularity","Top Priority","Review"
"19930","site","Low Popularity","Top Priority","Review"
"19931","begin","Low Popularity","Top Priority","Review"
"19932","printing","Low Popularity","Top Priority","Review"
"19933","base","Low Popularity","Top Priority","Review"
"19934","products","Low Popularity","Top Priority","Review"
"19935","false","Low Popularity","Top Priority","Review"
"19936","advertising","Low Popularity","Top Priority","Review"
"19937","outright","Low Popularity","Top Priority","Review"
"19938","theft","Low Popularity","Top Priority","Review"
"19939","intellectual","Low Popularity","Top Priority","Review"
"19940","property","Low Popularity","Top Priority","Review"
"19941","funds","Low Popularity","Top Priority","Review"
"19942","haven","Low Popularity","Top Priority","Review"
"19943","experienced","Low Popularity","Top Priority","Review"
"19944","ecom","Low Popularity","Top Priority","Review"
"19945","issues","Low Popularity","Top Priority","Review"
"19946","start","Low Popularity","Top Priority","Review"
"19947","mesmorized","Low Popularity","Top Priority","Review"
"19948","17minutes","Low Popularity","Top Priority","Review"
"19949","nice","Low Popularity","Top Priority","Review"
"19950","spech","Low Popularity","Top Priority","Review"
"19951","nice","Low Popularity","Top Priority","Review"
"19952","video","Low Popularity","Top Priority","Review"
"19953","dear","Low Popularity","Top Priority","Review"
"19954","improve","Low Popularity","Top Priority","Review"
"19955","skills","Low Popularity","Top Priority","Review"
"19956","knowledge","Low Popularity","Top Priority","Review"
"19957","helpful","Low Popularity","Top Priority","Review"
"19958","chck","Low Popularity","Top Priority","Review"
"19959","store","Low Popularity","Top Priority","Review"
"19960","https","Low Popularity","Top Priority","Review"
"19961","teespring","Low Popularity","Top Priority","Review"
"19962","stores","Low Popularity","Top Priority","Review"
"19963","usama","Low Popularity","Top Priority","Review"
"19964","alalusi","Low Popularity","Top Priority","Review"
"19965","collection","Low Popularity","Top Priority","Review"
"19966","unisex","Low Popularity","Top Priority","Review"
"19967","shirts","Low Popularity","Top Priority","Review"
"19968","page","Low Popularity","Top Priority","Review"
"19969","merch","Low Popularity","Top Priority","Review"
"19970","https","Low Popularity","Top Priority","Review"
"19971","teespring","Low Popularity","Top Priority","Review"
"19972","stores","Low Popularity","Top Priority","Review"
"19973","esthelps","Low Popularity","Top Priority","Review"
"19974","dungeon","Low Popularity","Top Priority","Review"
"19975","cheerful","Low Popularity","Top Priority","Review"
"19976","share","Low Popularity","Top Priority","Review"
"19977","links","Low Popularity","Top Priority","Review"
"19978","video","Low Popularity","Top Priority","Review"
"19979","teaches","Low Popularity","Top Priority","Review"
"19980","start","Low Popularity","Top Priority","Review"
"19981","teespring","Low Popularity","Top Priority","Review"
"19982","love","Low Popularity","Top Priority","Review"
"19983","pronounce","Low Popularity","Top Priority","Review"
"19984","quot","Low Popularity","Top Priority","Review"
"19985","question","Low Popularity","Top Priority","Review"
"19986","sarah","Low Popularity","Top Priority","Review"
"19987","mention","Low Popularity","Top Priority","Review"
"19988","tools","Low Popularity","Top Priority","Review"
"19989","create","Low Popularity","Top Priority","Review"
"19990","designs","Low Popularity","Top Priority","Review"
"19991","shirts","Low Popularity","Top Priority","Review"
"19992","video","Low Popularity","Top Priority","Review"
"19993","editing","Low Popularity","Top Priority","Review"
"19994","application","Low Popularity","Top Priority","Review"
"19995","mentioned","Low Popularity","Top Priority","Review"
"19996","designhttps","Low Popularity","Top Priority","Review"
"19997","teespring","Low Popularity","Top Priority","Review"
"19998","illusion","Low Popularity","Top Priority","Review"
"19999","6361","Low Popularity","Top Priority","Review"
"20000","revenue","Low Popularity","Top Priority","Review"
"20001","equal","Low Popularity","Top Priority","Review"
"20002","profit","Low Popularity","Top Priority","Review"
"20003","disgusting","Low Popularity","Top Priority","Review"
"20004","hunting","Low Popularity","Top Priority","Review"
"20005","product","Low Popularity","Top Priority","Review"
"20006","research","Low Popularity","Top Priority","Review"
"20007","tools","Low Popularity","Top Priority","Review"
"20008","called","Low Popularity","Top Priority","Review"
"20009","hell","Medium Popularity","Top Priority","Review"
"20010","time","Medium Popularity","Top Priority","Review"
"20011","started","Medium Popularity","Top Priority","Review"
"20012","wrong","Low Popularity","Top Priority","Review"
"20013","makes","Low Popularity","Top Priority","Review"
"20014","sense","Low Popularity","Top Priority","Review"
"20015","wondered","Low Popularity","Top Priority","Review"
"20016","accent","Low Popularity","Top Priority","Review"
"20017","sounded","Low Popularity","Top Priority","Review"
"20018","familiar","Low Popularity","Top Priority","Review"
"20019","previous","Low Popularity","Top Priority","Review"
"20020","video","Low Popularity","Top Priority","Review"
"20021","mentioned","Low Popularity","Top Priority","Review"
"20022","crazy","High Popularity","Top Priority","Review"
"20023","cute","High Popularity","Top Priority","Review"
"20024","successful","High Popularity","Top Priority","Review"
"20025","women","High Popularity","Top Priority","Review"
"20026","feel","Low Popularity","Top Priority","Review"
"20027","confused","Low Popularity","Top Priority","Review"
"20028","jump","Low Popularity","Top Priority","Review"
"20029","vendor","Low Popularity","Top Priority","Review"
"20030","printful","Low Popularity","Top Priority","Review"
"20031","teespring","Low Popularity","Top Priority","Review"
"20032","accent","Low Popularity","Top Priority","Review"
"20033","visit","Low Popularity","Top Priority","Review"
"20034","teespring","Low Popularity","Top Priority","Review"
"20035","stores","Low Popularity","Top Priority","Review"
"20036","nsndesign","Low Popularity","Top Priority","Review"
"20037","teespring","Low Popularity","Top Priority","Review"
"20038","deal","Low Popularity","Top Priority","Review"
"20039","check","Low Popularity","Top Priority","Review"
"20040","super","Low Popularity","Top Priority","Review"
"20041","cool","Low Popularity","Top Priority","Review"
"20042","shirts","Low Popularity","Top Priority","Review"
"20043","https","Low Popularity","Top Priority","Review"
"20044","stores","Low Popularity","Top Priority","Review"
"20045","dispenza","Low Popularity","Top Priority","Review"
"20046","guys","Low Popularity","Top Priority","Review"
"20047","redbubble","Low Popularity","Top Priority","Review"
"20048","lots","Low Popularity","Top Priority","Review"
"20049","stuff","Low Popularity","Top Priority","Review"
"20050","itvisit","Low Popularity","Top Priority","Review"
"20051","bassammarketing","Low Popularity","Top Priority","Review"
"20052","shop","Low Popularity","Top Priority","Review"
"20053","cool","Low Popularity","Top Priority","Review"
